Timestamp,fx,fy,cx,cy,k1,k2,p1,p2,Reprojection_Error
2025-11-28 15:05:34,11696.468720,22514.398070,2660.735173,660.952361,-3.77560003,-104.92546995,0.28642092,-0.56840120,9.480734
